"gene","gene_symbol","character_major","character_minor","chromosome","start","end","locus_id","browse","isolation","objective","doi"
"drought and salt tolerance","DST","Resistance or Tolerance","Salinity tolerance","3","33496391","33497595","Os03g0786400","-","Mutant","Drought and salinity tolerance. Stomatal control through hydrogen peroxide.","10.1101/gad.1812409"
"PLASTOCHRON3/GOLIATH","pla3/gp","Morphological trait","Dwarf","3","33710350","33719780","Os03g0790600","-","Mutant","Dwarfism. Panicle identity. Plastochron. Grain size. SAM maintainance. ABA sensitivity during germination stage.","10.1111/j.1365-313X.2009.03841.x"
"PLASTOCHRON3/GOLIATH","pla3/gp","Physiological trait","Germination dormancy","3","33710350","33719780","Os03g0790600","-","Mutant","Dwarfism. Panicle identity. Plastochron. Grain size. SAM maintainance. ABA sensitivity during germination stage.","10.1111/j.1365-313X.2009.03841.x"
"PLASTOCHRON3/GOLIATH","pla3/gp","Morphological trait","Panicle flower","3","33710350","33719780","Os03g0790600","-","Mutant","Dwarfism. Panicle identity. Plastochron. Grain size. SAM maintainance. ABA sensitivity during germination stage.","10.1111/j.1365-313X.2009.03841.x"
"PLASTOCHRON3/GOLIATH","pla3/gp","Morphological trait","Seed","3","33710350","33719780","Os03g0790600","-","Mutant","Dwarfism. Panicle identity. Plastochron. Grain size. SAM maintainance. ABA sensitivity during germination stage.","10.1111/j.1365-313X.2009.03841.x"
"earlier flowering1","el1","Physiological trait","Flowering","3","33850197","33857593","Os03g0793500","-","Mutant","Flowering time. Gibberellin sensitivity.","10.1038/emboj.2010.75"
"Chlorina-1","chl1","Physiological trait","Source activity","3","34806026","34812695","Os03g0811100","-","Mutant","Chlorophyll biosynthesis.","10.1007/s11103-006-9024-z"
"INDETERMINATE SPIKELET 1","OsIDS1","Morphological trait","Panicle flower","3","35209500","35212811","Os03g0818800","-","Mutant","Control of inflorescence architecture and the establishment of floral meristems.","10.1111/j.1365-313X.2011.04804.x"
"XA21 binding protein 15","Xb15","Resistance or Tolerance","Bacterial blight resistance","3","35325430","35329103","Os03g0821300","-","Mutant","Resistance to Xanthomonas oryzae pv. oryzae. Regulation of cell death.","10.1371/journal.pbio.0060231"
"-","Os-castor","Resistance or Tolerance","Other soil stress tolerance","3","36304155","36311118","Os03g0843600","-","Mutant","Mycorrhizal symbiosis.","10.1104/pp.108.131540"
"sugary1","sug1","Physiological trait","Eating quality","4","4397539","4410642","Os04g0164900","-","Mutant","Seed starch biosynthesis.","10.1093/jxb/ern349"
"ETHYLENE RESPONSE2","etr2","Physiological trait","Flowering","4","4737724","4741497","Os04g0169100","-","Mutant","Flowering time. Ethylene sensitivity. Stem starch content.","10.1105/tpc.108.065391"
"ETHYLENE RESPONSE2","etr2","Others","Others","4","4737724","4741497","Os04g0169100","-","Mutant","Flowering time. Ethylene sensitivity. Stem starch content.","10.1105/tpc.108.065391"
"Yellow Stripe-like 6","OsYSL6","Resistance or Tolerance","Other soil stress tolerance","4","19241776","19246339","Os04g0390500","-","Mutant","Mn translocation between apoplast to apoplast.","10.1104/pp.111.186031"
"lax panicle 2","lax2","Morphological trait","Culm leaf","4","19585066","19587291","Os04g0396500","-","Mutant","Axillary meristem formation. Tillering. Panicle branching.","10.1105/tpc.111.088765"
"lax panicle 2","lax2","Morphological trait","Panicle flower","4","19585066","19587291","Os04g0396500","-","Mutant","Axillary meristem formation. Tillering. Panicle branching.","10.1105/tpc.111.088765"
"abaxially curled leaf 1","ACL1","Morphological trait","Culm leaf","4","20530934","20531875","Os04g0415000","-","Mutant","Leaf rolling.","10.1093/mp/ssq022"
"-","zep1","Physiological trait","Sterility","4","22981985","22990327","Os04g0452500","-","Mutant","Fertility. Number of crossover during meiosis.","10.1105/tpc.109.070789"
"tryptophan deficient dwarf 1","tdd1","Morphological trait","Culm leaf","4","23537731","23541357","Os04g0463500","-","Mutant","Dwarfism. Narrowed leaf. Root growth. Floral organ formation. Embryo formation. Trp biosynthesis. Auxin biosynthesis.","10.1111/j.1365-313X.2009.03952.x"
"tryptophan deficient dwarf 1","tdd1","Morphological trait","Dwarf","4","23537731","23541357","Os04g0463500","-","Mutant","Dwarfism. Narrowed leaf. Root growth. Floral organ formation. Embryo formation. Trp biosynthesis. Auxin biosynthesis.","10.1111/j.1365-313X.2009.03952.x"
"tryptophan deficient dwarf 1","tdd1","Physiological trait","Lethality","4","23537731","23541357","Os04g0463500","-","Mutant","Dwarfism. Narrowed leaf. Root growth. Floral organ formation. Embryo formation. Trp biosynthesis. Auxin biosynthesis.","10.1111/j.1365-313X.2009.03952.x"
"tryptophan deficient dwarf 1","tdd1","Morphological trait","Panicle flower","4","23537731","23541357","Os04g0463500","-","Mutant","Dwarfism. Narrowed leaf. Root growth. Floral organ formation. Embryo formation. Trp biosynthesis. Auxin biosynthesis.","10.1111/j.1365-313X.2009.03952.x"
"tryptophan deficient dwarf 1","tdd1","Morphological trait","Root","4","23537731","23541357","Os04g0463500","-","Mutant","Dwarfism. Narrowed leaf. Root growth. Floral organ formation. Embryo formation. Trp biosynthesis. Auxin biosynthesis.","10.1111/j.1365-313X.2009.03952.x"
"dwarf11","d11","Morphological trait","Culm leaf","4","23865707","23870132","Os04g0469800","-","Mutant","Dwarfism. Skotomorphogenesis. Grain size. Brassinosteroid biosynthesis.","10.1105/tpc.104.024950"
"dwarf11","d11","Morphological trait","Dwarf","4","23865707","23870132","Os04g0469800","-","Mutant","Dwarfism. Skotomorphogenesis. Grain size. Brassinosteroid biosynthesis.","10.1105/tpc.104.024950"
"dwarf11","d11","Morphological trait","Seed","4","23865707","23870132","Os04g0469800","-","Mutant","Dwarfism. Skotomorphogenesis. Grain size. Brassinosteroid biosynthesis.","10.1105/tpc.104.024950"
"&quot;endo-1,4-b-D-glucanase 3&quot;","OsGLU3","Morphological trait","Root","4","25262540","25266370","Os04g0497200","-","Mutant","Root cell elongation and division.","10.1093/mp/ssr084"
"Dicer-like4","OsDCL4","Others","Others","4","25872631","25880013","Os04g0509300","-","Mutant","Pleiotropic developmental defect. siRNA silencing.","10.1105/tpc.107.052209"
"Dicer-Like 4","OsDCL4","Others","Others","4","25872631","25880013","Os04g0509300","-","Mutant","Processing of 21-nucleotide siRNAs.","10.1111/j.1365-313X.2011.04805.x"
"shoot organization 1","sho1","Morphological trait","Shoot seedling","4","25872631","25880013","Os04g0509300","-","Mutant","Shoot apical meristem formation.","10.1073/pnas.0704339104"
"TONGARI-BOUSHI1","TOB1","Morphological trait","Panicle flower","4","27104144","27106702","Os04g0536300","-","Mutant","Spikelets morphology.","10.1105/tpc.111.094797"
"vacuolar processing enzyme 1","Osvpe1","Physiological trait","Eating quality","4","27302452","27307230","Os04g0537900","-","Mutant","Seed glutelin content.","10.1111/j.1365-313X.2009.03801.x"
"dwarf 17","d17","Morphological trait","Culm leaf","4","27966328","27968953","Os04g0550600","-","Mutant","Tillering dwarf. Tiller bud outgrowth. Strigolactone biosynthesis.","10.1038/nature07272"
"dwarf 17","d17","Morphological trait","Dwarf","4","27966328","27968953","Os04g0550600","-","Mutant","Tillering dwarf. Tiller bud outgrowth. Strigolactone biosynthesis.","10.1038/nature07272"
"high tillering and dwarf 1","htd1","Morphological trait","Culm leaf","4","27966328","27968953","Os04g0550600","-","Mutant","Tillering dwarf. Tiller bud outgrowth.","10.1111/j.1365-313X.2006.02916.x"
"high tillering and dwarf 1","htd1","Morphological trait","Dwarf","4","27966328","27968953","Os04g0550600","-","Mutant","Tillering dwarf. Tiller bud outgrowth.","10.1111/j.1365-313X.2006.02916.x"
"Calcium-dependent protein kinase 12","OsCPK12","Resistance or Tolerance","Blast resistance","4","28478209","28480757","Os04g0560600","-","Mutant","Salinity tolerance. Magnaporthe grisea resistance. ABA sensitivity.","10.1111/j.1365-313X.2011.04766.x"
"Calcium-dependent protein kinase 12","OsCPK12","Resistance or Tolerance","Salinity tolerance","4","28478209","28480757","Os04g0560600","-","Mutant","Salinity tolerance. Magnaporthe grisea resistance. ABA sensitivity.","10.1111/j.1365-313X.2011.04766.x"
"Glu receptor like gene 3.1","glr3.1","Morphological trait","Root","4","29964265","29968898","Os04g0585200","-","Mutant","Root development. Maintainance of root apical meristem.","10.1105/tpc.105.037713"
"aberrant panicle organization 2","apo2","Morphological trait","Panicle flower","4","30581106","30584370","Os04g0598300","-","Mutant","Transition from inflorescence meristem to floral meristem. Panicle architecture.","10.1111/j.1365-313X.2011.04781.x"
"rice lesion initiation 1","rlin1","Others","Others","4","31360150","31363928","Os04g0610800","-","Mutant","Lesion mimic.","10.1016/j.jcg.2010.12.001"
"ent-kaurene synthase1","osks1","Morphological trait","Dwarf","4","31425493","31429569","Os04g0611800","-","Mutant","Dwarfism. Gibberellin biosynthesis.","10.1104/pp.103.033696"
"flexible culm 1","fc1","Morphological trait","Culm leaf","4","31468161","31472259","Os04g0612700","-","Mutant","Brittle culm. Culm mechanical strength. Lignin biosynthesis.","10.1007/s11103-008-9448-8"
"flexible culm 1","fc1","Morphological trait","Dwarf","4","31468161","31472259","Os04g0612700","-","Mutant","Brittle culm. Culm mechanical strength. Lignin biosynthesis.","10.1007/s11103-008-9448-8"
"flexible culm 1","fc1","Resistance or Tolerance","Lodging resistance","4","31468161","31472259","Os04g0612700","-","Mutant","Brittle culm. Culm mechanical strength. Lignin biosynthesis.","10.1007/s11103-008-9448-8"
"narrow leaf 1","nal1","Morphological trait","Culm leaf","4","31610701","31613275","Os04g0615000","-","Mutant","Narrowed leaf. Dwarfism. Number of longitudinal vein. Regulation of auxin transport.","10.1104/pp.108.118778"
"narrow leaf 1","nal1","Morphological trait","Dwarf","4","31610701","31613275","Os04g0615000","-","Mutant","Narrowed leaf. Dwarfism. Number of longitudinal vein. Regulation of auxin transport.","10.1104/pp.108.118778"
"increased leaf inclination1","ili1","Morphological trait","Dwarf","4","33056296","33056710","Os04g0641700","-","Mutant","Leaf angle. Cell length. Brassinosteroid sensitivity.","10.1105/tpc.109.070441"
"FLOURY ENDOSPERM2","flo2","Physiological trait","Eating quality","4","33233701","33246836","Os04g0645100","-","Mutant","Seed starch and protein content. Grain size.","10.1105/tpc.109.070821"
"FLOURY ENDOSPERM2","flo2","Morphological trait","Seed","4","33233701","33246836","Os04g0645100","-","Mutant","Seed starch and protein content. Grain size.","10.1105/tpc.109.070821"
"cysteine protease 1","OsCP1","Morphological trait","Dwarf","4","34604536","34606448","Os04g0670500","-","Mutant","Pollen development. Dwarfism.","10.1023/B:PLAN.0000040904.15329.29"
"cysteine protease 1","OsCP1","Physiological trait","Sterility","4","34604536","34606448","Os04g0670500","-","Mutant","Pollen development. Dwarfism.","10.1023/B:PLAN.0000040904.15329.29"
"AUXIN RESPONSE FACTOR 2","OsARF12","Resistance or Tolerance","Other soil stress tolerance","4","34676997","34684409","Os04g0671900","-","Mutant","Root elongation. Fe uptake.","10.1111/j.1469-8137.2011.03910.x"
"AUXIN RESPONSE FACTOR 2","OsARF12","Morphological trait","Root","4","34676997","34684409","Os04g0671900","-","Mutant","Root elongation. Fe uptake.","10.1111/j.1469-8137.2011.03910.x"
"metallothionein2b","OsMT2b","Resistance or Tolerance","Bacterial blight resistance","5","583910","584806","Os05g0111300","-","Mutant","Resistance to Magnaporthe grisea and Xanthomonas oryzae. Hydrogen peroxide production.","10.1104/pp.103.036384"
"metallothionein2b","OsMT2b","Resistance or Tolerance","Blast resistance","5","583910","584806","Os05g0111300","-","Mutant","Resistance to Magnaporthe grisea and Xanthomonas oryzae. Hydrogen peroxide production.","10.1104/pp.103.036384"
"Mitogen-Activated Protein Kinase Phosphatase1","OsMKP1","Morphological trait","Dwarf","5","836453","839637","Os05g0115800","-","Mutant","Dwarfism. Gibberellin and brassinosteroid sensitivity.","10.1093/pcp/pcm007"
"Rice Starch Regulator1","rsr1","Physiological trait","Eating quality","5","1134012","1138301","Os05g0121600","-","Mutant","Seed amylose content. Grain size.","10.1104/pp.110.159517"
"Rice Starch Regulator1","rsr1","Morphological trait","Seed","5","1134012","1138301","Os05g0121600","-","Mutant","Seed amylose content. Grain size.","10.1104/pp.110.159517"
"SUMO E3 ligase 1","siz1","Physiological trait","Sterility","5","1404985","1416509","Os05g0125000","-","Mutant","Anther dehiscence.","10.1111/j.1469-8137.2010.03538.x"
"small and round seed 3","srs3","Morphological trait","Seed","5","3181088","3188229","Os05g0154700","-","Mutant","Grain length. Grain cell elongation.","10.1093/pcp/pcq092"
"brittle culm 10","bc10","Morphological trait","Culm leaf","5","4174663","4179835","Os05g0170000","-","Mutant","Brittle culm. Culm mechanical strength. Cellulose and arabinogalactan protein levels.","10.1111/j.1365-313X.2008.03703.x"
"brittle culm 10","bc10","Morphological trait","Dwarf","5","4174663","4179835","Os05g0170000","-","Mutant","Brittle culm. Culm mechanical strength. Cellulose and arabinogalactan protein levels.","10.1111/j.1365-313X.2008.03703.x"
"brittle culm 10","bc10","Resistance or Tolerance","Lodging resistance","5","4174663","4179835","Os05g0170000","-","Mutant","Brittle culm. Culm mechanical strength. Cellulose and arabinogalactan protein levels.","10.1111/j.1365-313X.2008.03703.x"
"mads58","mads58","Morphological trait","Panicle flower","5","6428942","6440158","Os05g0203800","-","Mutant","Floral organ identity.","10.1105/tpc.111.087262"
"dwarf1","d1","Morphological trait","Dwarf","5","15587381","15591400","Os05g0333200","-","Mutant","Dwarfism.","10.1073/pnas.96.18.10284"
"dwarf1","d1","Resistance or Tolerance","Blast resistance","5","15587381","15591400","Os05g0333200","-","Mutant","Resistance to Magnaporthe grisea.","10.1073/pnas.192244099"
"yellow-green leaf1","ygl1","Physiological trait","Source activity","5","16489882","16495661","Os05g0349700","-","Mutant","Chlorophyll biosynthesis.","10.1104/pp.107.100321"
"Importin β1","OsImpβ1","Physiological trait","Sterility","5","16674603","16679390","Os05g0353400","-","Mutant","Pollen tube elongation.","10.1007/s10059-011-2321-7"
"BRITTLE CULM1-like 4","osbc1l4","Morphological trait","Culm leaf","5","18728123","18731626","Os05g0386800","-","Mutant","Brittle culm. Culm mechanical strength.","10.1007/s11103-009-9537-3"
"BRITTLE CULM1-like 4","osbc1l4","Morphological trait","Dwarf","5","18728123","18731626","Os05g0386800","-","Mutant","Brittle culm. Culm mechanical strength.","10.1007/s11103-009-9537-3"
"BRITTLE CULM1-like 4","osbc1l4","Resistance or Tolerance","Lodging resistance","5","18728123","18731626","Os05g0386800","-","Mutant","Brittle culm. Culm mechanical strength.","10.1007/s11103-009-9537-3"
"BRITTLE CULM1-like 4","osbc1l4","Morphological trait","Culm leaf","5","18728123","18731626","Os05g0386800","-","Mutant","Brittle culm. Culm mechanical strength. Cellulose synthesis.","10.1007/s11103-011-9730-z"
"BRITTLE CULM1-like 4","osbc1l4","Morphological trait","Dwarf","5","18728123","18731626","Os05g0386800","-","Mutant","Brittle culm. Culm mechanical strength. Cellulose synthesis.","10.1007/s11103-011-9730-z"
"BRITTLE CULM1-like 4","osbc1l4","Resistance or Tolerance","Lodging resistance","5","18728123","18731626","Os05g0386800","-","Mutant","Brittle culm. Culm mechanical strength. Cellulose synthesis.","10.1007/s11103-011-9730-z"
"floury endosperm-4","flo4","Physiological trait","Eating quality","5","19725321","19744514","Os05g0405000","-","Mutant","Seed protein and lipid content.","10.1111/j.1365-313X.2005.02423.x"
